intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,survey_rep,year,species_lump,number_of_hits,number_of_transect_locations,percent_cover
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Amphissa versicolor,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Analipus japonicus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Anisocladella pacifica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Anthithamnion spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Anthopleura artemisia,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Anthopleura elegantissima,10,1144,0.874125874
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Anthopleura sola,6,1144,0.524475525
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Anthopleura xanthogrammica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Antithamnionella spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Aplidium spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Aplysia californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Aplysina fistularis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Archidistoma diaphanes,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Archidistoma ritteri,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Asparagopsis taxiformis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus crenatus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus glandula,5,1144,0.437062937
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus glandula/Semibalanus balanoides,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus nubilus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bangia spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bittium eschrichtii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Blue Green Algae,1,1144,0.087412587
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Boring clam,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bossiella spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bryopsis spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bugula neritina,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bulla gouldiana,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Californiconus californicus,1,1144,0.087412587
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Calliarthron spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Calliostoma canaliculatum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Calliostoma ligatum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Callithamnion pikeanum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Callithamnion rupicola,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Callophyllis pinnata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Callophyllis spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cancer antennarius,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cancer productus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Carpopeltis bushiae,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Caulacanthus okamurae,8,1144,0.699300699
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Ceramiales,142,1144,12.41258741
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Ceratostoma nuttalli,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chaetomorpha spp,5,1144,0.437062937
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondracanthus canaliculatus,35,1144,3.059440559
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondracanthus corymbiferus/exaspertata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondracanthus harveyanus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondracanthus spinosus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondria acrorhizophora,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondria arcuata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondria dasyphylla,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondria decipiens,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondria nidifica,6,1144,0.524475525
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chondria oppositiclada,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chone minuta,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Chthamalus dalli/fissus,21,1144,1.835664336
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cladophora columbiana,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cladophora graminea,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cladophora sericea,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cladophora stimpsonii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Clavelina huntsmani,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cnemidocarpa finmarkiensis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Codium fragile,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Codium setchellii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Collinsiella tuberculata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Colonial diatom,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Colpomenia tuberculata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Colpomenia/Leathesia spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Constantinea simplex,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Corallina officinalis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Corallina spp,233,1144,20.36713287
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Corynactis californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Costaria costata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Crepipatella lingulata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cryptochiton stelleri,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cryptonemia obovata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cryptonemia spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cryptopleura/Hymenena spp,4,1144,0.34965035
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cryptosiphonia woodii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cucumaria/Pseudocnus spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cumagloia andersonii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cyanoplax hartwegii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cyanoplax spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dasya binghamiae,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dasya sinicola/californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dasysiphonia japonica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Delesseria decipiens,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dendrobeania laxa,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dendrobeania lichenoides,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dendropoma lituella,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Derbesia marina,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dermasterias imbricata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Desmarestia herbacea,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Desmarestia ligulata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Desmarestia munda,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diaperoecia californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diatom,14,1144,1.223776224
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diaulula sandiegensis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dictyoneurum californicum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dictyopteris undulata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dictyota binghamiae,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dictyota coriacea,3,1144,0.262237762
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dilsea californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diodora aspera,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diopatra ornata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dirona albolineata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Distaplia occidentalis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Distaplia smithi,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dodecaceria spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dysidea fragilis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Ectocarpus spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Egregia menziesii,2,1144,0.174825175
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eisenia arborea,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Encrusting coralline,49,1144,4.283216783
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Endarachne/Petalonia/Phaeostrophion spp,3,1144,0.262237762
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Endocladia muricata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Epiactis prolifera,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Epiactis ritteri,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Epialtoides hiltoni,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Epitonium tinctum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Erythroglossum californicum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Erythrophyllum delesserioides,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eudendrium californicum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eudistoma psammion,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eudistoma ritteri,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eudistylia polymorpha,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Euherdmania claviformis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eupentacta spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Eurystomella bilabiata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Evasterias troschelii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Farlowia compressa,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Farlowia mollis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Farlowia/Pikea spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Fissurella volcano,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Flustrellidra corniculata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Fredericqia chiton,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Fucus spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gastroclonium parvum,1,1144,0.087412587
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gastroclonium subarticulatum,1,1144,0.087412587
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gelidium purpurascens,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gelidium robustum,5,1144,0.437062937
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gelidium spp,11,1144,0.961538462
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gersemia rubiformis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gloiopeltis furcata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gloiosiphonia californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gloiosiphonia capillaris,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Gracilariopsis/Gracilaria spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Grateloupia californica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Griffithsia pacifica,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Halichondria panicea,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Halichondria spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Haliclona spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Halosaccion glandiforme,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Halymenia/Schizymenia spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Haminoea vesicula,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hapalospongidion gelatinosum,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Haplogloia andersonii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hapterophycus canaliculatus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hedophyllum sessile,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hemigrapsus nudus,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Henricia spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hermissenda crassicornis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Herposiphonia littoralis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Herposiphonia plumula,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Herposiphonia verticillata,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Heterosiphonia erecta,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Heterosiphonia spp,15,1144,1.311188811
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Homalopoma spp,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hymeniacidon ungodon,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hypnea johnstonii,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hypnea valentiae,8,1144,0.699300699
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Hypnea variabilis,0,1144,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Idotea spp,0,1144,0
